content,time
为此类视频点赞多宣传多转发不要让热度下去,2019-11-03 00:08:36
前来纠正啦，错误消息传播太严重了！“南昌龙悔心理教育专修学院”实则已经吊销，现在名为“堂渊文”，“堂渊文”高管和大股东都是吴军豹，并且该公司在2019年依旧在申请“豫章书院”商标！但是近日，“堂渊文”的高管和股东中吴军豹的名字消失了，取而代之是名为“胡赢风”的人名！详情可以看cv3880828！                                                          希望大家加油！你我皆是一束光，聚集一起足以成为光之巨人！！（麻烦大家复制一下，拜托了,2019-11-02 22:28:19
温柔就在我们左右，请支持生活中的光明，让他能驱散更多的黑暗。,2019-11-02 21:38:46
现在豫章书院已经转移到：南昌龙悔心理教育专修学校，毕竟法人都是吴君豹，虽然改了名字，但是这个学校本质上还是和豫章书院是一样的，希望大家能扩散开让更多人知道！（复制的）,2019-11-02 21:25:05
刚刚跟家里人提这件事，我说清楚了这个书院的可怕，我爷爷起身对我说了句他们就该这样，我再次强调了下这个书院地狱一般的作为，我爸说他听懂了的，然后没说什么了，我一下子情绪激动提到了我妹妹(她目前初三，很叛逆，经常不回家泡吧，有时还没上学)，因为我觉得孩子不好家长也有错，我说她这么叛逆除了她自身的原因我姑姑姑父一直吵架(我之前在他们家住过，我印象中最激烈的一次是我姑姑举起了菜刀，我和我妹妹锁在房间里，当时我妹妹表情很淡漠，之后告诉我她很想离开这里。并且我姑姑以前经常打我妹妹，她小时候还曾经抱起我妹妹的头往玻璃桌上撞）也有关系，我婆婆竟然跟我说他们吵他们的关我妹妹什么事?我反驳甚至还说我杠，我实在不知道该说什么来让他们知道这对孩子有多大的影响,2019-11-02 21:22:17
"大大您好，看到了您在B站发的关于豫章的视频。给您买了微博推广，但好像用处不大。再次很心痛您和志愿者们的遭遇，想来问一下大大是否已经寻求了警方的保护？相信书院没有强大到可以抗衡警方。因为家父是警察，所以如果您真的收到了很大的人生危害，请您一定要寻求警方帮助，这是最安全的方法。
另，是否需要向记者求助？因为家里有一些关系，可以向一些媒体曝光，希望大大一定要平安度过，所以有需要请一定要和我们说。
望大大看到。",2019-11-02 20:20:19
多少人以假借国学之名赚钱。我在大学期间，曾去一家学堂兼职。去之前我曾和朋友去考察了那边情况，年少不懂事，看到一堆书籍，一个穿着稍微有点古风的中年女人，便以为他是纯粹为传播国学文化的。便当时答应去那帮忙，当做学习，一个月1000块。我在那里待了两天，在他家住了两天，对我也还客气。小朋友们，早上8点到他的国学堂，下午五点接走。中午休息。12：00-14：00。小朋友每周要拜孔子，每天要练个什么八段操。然后上课就是给孩子读书，口干舌燥，一遍遍读论语，孟子。对了，书上不能写字，这是圣书。孩子要听话，否则就拿戒尺抽，打手心。中午，是这个国学堂的妈妈做的饭端过来，超级少。吃饭前要祷告，感谢爸爸感谢妈妈，感谢社会。饭我都不好评价，在那吃了两天，我两天都没吃饱，一小碗，没有任何营养可言。早上有点心，就是姜汤和雪梨吧。小朋友表示有天可不可以吃梨吧，不想喝姜汤，那个负责人不愿意，说什么小朋友没有选择的权利，只有服从。下午的点心就是，负责人一周做的包子，然后一人一个，我感觉我吃五个都没感觉。负责人对我还好，几乎是免费劳动力，还问我习不习惯，说是不是比正规幼儿园更加轻松，不用带孩子玩。只要读书就可以了。还说这里的孩子很听话，当然很听话，不听话拿戒尺过来了。   两天，我果断收拾东西走人，钱也没要，然后把她删了。 或许大家觉得没什么，还在可接受的范围内，孩子必须要打吧啦吧啦的。但是希望引起家长注意，国学之风不要盲从，乱送去私教那里，孩子交给别人，在里面是怎么样的，你不可能百分百清楚。,2019-11-02 20:11:37
"想到了鲁迅先生笔下的：“无穷的远方,无尽的人们,都与我有关”
不论何时都有始终不渝的人存在。",2019-11-02 12:27:13
不好意思说个无关的，现在豫章书院已经转移到：南昌龙悔心理教育专修学校，毕竟法人都是吴君豹，虽然改了名字，但是这个学校本质上还是和豫章书院是一样的，希望大家能扩散开让更多人知道！求转,2019-11-02 12:04:57
"中国的孩子，只要生，不管他好不好，只要多，不管他才不才，生他们的人，不负教他的责任。虽然“人口众多”这一句话，很可以闭了眼睛自负，然而这许多人口，便只在尘土中辗转，小的时候，不把他当人，大了以后也做不了人。

——《随感录廿五》 鲁迅",2019-11-02 12:02:48
还是再说一句，现在豫章书院已经转移到：南昌龙悔心理教育专修学校，毕竟法人都是吴君豹，虽然改了名字，但是这个学校本质上还是和豫章书院是一样的，希望大家能扩散开让更多人知道！,2019-11-02 11:52:26
"豫章书院的前身才是龙悔，现在是堂渊文，不要再被现在最流行的说法误导了！很可能是豹的水军在误导人。大家看下面链接里的变更历史就基本可以确定了，麻烦顶一顶，热评需要真相
https://share.qichacha.com/pro/app_12.4.2/company-share-2.0/index.html#/company/f74f0f6245efe511c0038fb782e258cc
     ---转发",2019-11-02 11:38:20
我在国外！我已经分享给周围的朋友圈了！我还能做什么吗！他们搞不到我！,2019-11-02 11:36:03
能送孩子去这地方的父母都不配为人父母。,2019-11-02 11:23:10
"家长：虽然我们做错了，后悔了，但我们还是为了孩子好[抠鼻]
那么请不要在几十年后，当你慢慢老去，你的孩子把你送进养老院时哭天喊地，他们也做错了，也可能会后悔，但是他们是为了你们好[抠鼻]",2019-11-02 10:28:26
说到底这些事情也是由于制度的缺失，以及普遍的素质不够，没有辨别能力而引起的。                     但是！我们能把这个全部推给国家吗？我们能因此而不作为吗？不！如果我们停留在原地就永远也等不到结果，一个冷漠的社会永远赢得不了光明。                                                                          覆巢之下，安有完卵。我们真正能够做的事只是尽自己所能维持本心，去帮助身边的人，做力所能及的事。只需我们的一个小小的帮忙，就可以掀起大大的波澜。 我们每一个人去影响一个人。这样才能够造就一个相对理性的环境。                     再严密的制度也无法避免的会生成无数蛀虫。如果没有人性的支 撑，填补，总有一天制度会成为蛀虫的避难所。                           而我们人人自危，避无所避。,2019-11-02 10:08:44
这个时候不支持这些志愿者，我们就都是吴军豹的帮凶,2019-11-02 10:04:05
我们的意志，会感动这片自古就有无数正义之士的土地，而我们必将奋战！,2019-11-03 19:33:53
"如若今后没有炬火，我便是唯一的光。

送给你，up，还有许多像你一样为这件事努力的人",2019-11-03 18:09:38
初中那会也是一个问题少年，沉迷网络，天天打游戏，家里人看不过去。我很庆幸家长没有把我送到这种非正规的学校。而是把我带回了老家，是一所正规的封闭式的民办学校，我的运气很好，这里的老师虽然严厉，但都是发自内心的希望你好，同学也非常友善，每半个月能回去一趟。如愿以偿的上了高中，考上了一所外省的二本学校，现在处于大四考研时期，在最后还有48天的倒计时冲刺里，其实不应该关注一些杂七杂八的事情。但我真的很感同身受。这就是中国式的悲哀。我很庆幸我能半路改邪归正，从小到大父母总是赚钱，我上网，偷家里钱，妈妈抓到一次就严厉的毒打，不会教你什么是正确的，什么是错误的。遇到事只会打你，那时的我记忆犹新说什么忍着以后报复啥的。后来离开父母在外求学。明白了父母的良苦用心，理解家里人。爸爸不善言辞，一心想着赚钱，他压力很大，妈妈脾气暴躁，刀子嘴豆腐心。他们俩夫妻关系应该不怎么好，不过为了我和我弟弟这么多年都走下来了。我们全家都不爱谈心，有很多误解，我也不知道打这些话想表达什么。就是有一肚子话想说，却又不知道从何说起。我感谢我的爸爸，你是爱我的，你是个生意人，你应该在朋友口中得知过类似的学校，可是你还是相信我会好好学习，你还是会相信我能考上大学，爸爸我爱你，在接下来的42天，我向证明给自己看：我不是一个问题少年，我能考上研究生！最后正义永远不会迟到，尽自己一点力量点个赞！,2019-11-03 17:13:49
"在这里，引用某位家长的言论：
“只有无能的父母，才会把孩子送去给别人去管教。”",2019-11-03 10:29:53
8分6秒，我这个始作俑者，改一下，始作俑者是贬义词╮(￣▽￣)╭,2019-11-03 10:27:49
还是再说一句，现在豫章书院已经转移到：南昌龙悔心理教育专修学校，毕竟法人都是吴君豹，虽然改了名字，但是这个学校本质上还是和豫章书院是一样的，希望大家能扩散开让更多人知道！,2019-11-03 10:17:27
前来纠正啦，错误消息传播太严重了！“南昌龙悔心理教育专修学院”实则已经吊销，现在名为“堂渊文”，“堂渊文”高管和大股东都是吴军豹，并且该公司在2019年依旧在申请“豫章书院”商标！但是近日，“堂渊文”的高管和股东中吴军豹的名字消失了，取而代之是名为“胡赢风”的人名！详情可以看cv3880828！                                                          希望大家加油！你我皆是一束光，聚集一起足以成为光之巨人！！（麻烦大家复制一下，拜托了,2019-11-03 10:11:32
这么久第一次充电，第一次想真的能做些什么，但发现其实我什么都做不了。攒的硬币我想全投给这件事的视频，看一个视频三连一次。讲真，昨天我刷视频刷到4点过，内心的悲哀让我难以入睡，想想如果我不乖，成绩不好，估计也会经历这样的学校就害怕。志愿者们还有温柔都是好样的，我只能略尽绵薄之力扩大影响力来支持你们。加油！！！,2019-11-03 10:12:10
2019年11月4日7时0分，凤凰网咨询频道发表文章说警方会介入调查，并且派人保护当事人。加油！正义是存在的，只是他还没有到来，但是在你需要他的帮助的时候，他一定会从天而降的。相信自己，每个人的都有自己的底线，要学会反抗，兔子急了也会咬人，更何况人呢？就像狂魔说到一样，我们遇到什么困难都不要怕，微笑着面对他，对付恐惧的最好办法，就是面对恐惧。加油！奥利给！！！#豫章书院##正义#,2019-11-03 10:11:24
我感觉我还是很幸运的w，问我妈就说你有必要戒戒网瘾，但这种地方我也舍不得你去，明摆着打着戒网瘾的名号圈钱。我爸倒是跟我讲这种学校以前还有死过人的[委屈]（他是新闻工作者），觉得这种学校早该关门了,2019-11-03 10:04:22
前来纠正啦，错误消息传播太严重了！“南昌龙悔心理教育专修学院”实则已经吊销，现在名为“堂渊文”，“堂渊文”高管和大股东都是吴军豹，并且该公司在2019年依旧在申请“豫章书院”商标！但是近日，“堂渊文”的高管和股东中吴军豹的名字消失了，取而代之是名为“胡赢风”的人名！详情可以看cv3880828！                                                          希望大家加油！你我皆是一束光，聚集一起足以成为光之巨人！！（麻烦大家复制一下，拜托了,2019-11-03 09:32:22
前来纠正啦，错误消息传播太严重了！“南昌龙悔心理教育专修学院”实则已经吊销，现在名为“堂渊文”，“堂渊文”高管和大股东都是吴军豹，并且该公司在2019年依旧在申请“豫章书院”商标！但是近日，“堂渊文”的高管和股东中吴军豹的名字消失了，取而代之是名为“胡赢风”的人名！详情可以看cv3880828！                                                          希望大家加油！你我皆是一束光，聚集一起足矣照亮每一个黑暗的角落！！,2019-11-03 09:13:05
前来纠正啦，错误消息传播太严重了！“南昌龙悔心理教育专修学院”实则已经吊销，现在名为“堂渊文”，“堂渊文”高管和大股东都是吴军豹，并且该公司在2019年依旧在申请“豫章书院”商标！但是近日，“堂渊文”的高管和股东中吴军豹的名字消失了，取而代之是名为“胡赢风”的人名！详情可以看cv3880828！                                                          希望大家加油！你我皆是一束光，聚集一起足矣照亮每一个黑暗的角落！！,2019-11-03 07:44:12
只能疯狂投币点赞相关视频，希望更多的人关注到 B站真的很优秀，司马微博只知道压热搜,2019-11-02 19:32:18
"正义终将到来
你们的努力不会白费
加油   请注意安全。",2019-11-02 19:28:59
失敬了  好久之前就看过一篇文章，讲述者是个小姐姐 当时真的没想到还有这样的事 也很害怕记忆特别清晰的是文章里说 从书院路过可以捡到求救纸条 而周边人都很漠视 晚上跟妈妈讲述了 后面哭出来了 很怕妈妈一时想不开把弟弟送进去 不行了找找纸 真的很佩服up主感谢你们这些努力的人,2019-11-02 19:23:47
"在法律并不完善的此时，我们单单针对这样的学校其实是不够的。因为真正的根源是问题家长。只要这种家长还在，就会有更多吃血馒头的资本扑上去。爆料这些学校的同时，也是在给那些饥饿的资本，指明方向。
这个问题十分无解。消灭愚昧并不是短时间能达成的事。这份报应短时间也看不到头，无法震慑那些不法家长。",2019-11-02 17:52:09
"现在未成年人保护法（修订草案）正在征集社会大众的意见，截止日期是11月31日，请各位去发出自己的声音，第四部分关于网络保护的内容，就涉及到戒网瘾学校的内容，这件事情非常关键，请你们提出你们的建议，发出自己的声音。
网址：http://www.npc.gov.cn/flcaw/userIndex.html?lid=ff8080816e15a9a9016e17011a4902d5（第64条）",2019-11-02 16:41:53
连见义勇为的人都保护不了，凭什么要求人见义勇为。想想就心里发冷。,2019-11-02 16:37:22
列夫托尔斯泰说过“如果不道德的人聚集在一起能够形成一股力量的话，那么正直的人也该这么去做。”,2019-11-02 09:47:56
其实教师队伍中有太多欺负学生，挤兑家长的混蛋,2019-11-02 09:46:33
吴军豹的龙悔是豫章书院的前身，并不是现在的公司，现在的是“堂渊文”，但昨天发生了股权和高管变动，吴军豹偷偷找人顶替了他大股东的位置，具体写在了文章里cv3880828 ，不要被误导，加油,2019-11-02 08:38:24
复制的，大家看一下！,2019-11-02 08:38:53
转载：借楼：该up名字为“实心用事”，av73785904，该up强行编排一套逻辑来引导舆论，说温柔自导自演志愿者们受到威胁。加一句，这个五级号就一个视频，还没有任何追番和收藏,2019-11-02 08:30:43
距离全国两会也不远了，大家有空来写一封信吧，让国家重视这类事件。多一封留言，国家就多一份关注！http://www.gov.cn/hudong/xzlwh.htm,2019-11-02 08:06:34
"“我们的抗争有意义吗？
我觉得光有记录就已经很有意义了。
至少在那种黑暗时期，我们并没有沉默，
光是这一点，我认为就足够有意义。”",2019-11-02 07:23:01
我重庆的也被送到过这种类似的学校 不听话一顿暴锤 还有人逃跑被抓回来被一顿毒打 两个月见一次家长 身边有教官跟着 都不敢跟他们说我在里面被毒打了 当时真的好恨好恨我妈 我不仅没变的听话反而更加的叛逆了,2019-11-02 06:20:56
英雄都有一个致命的弱点，因为只有当你陷入绝境的时候，英雄才会降临在你身边,2019-11-02 03:22:15
"我不知道你们有没有看懂，不过我还得说up主是他们那些受害者的希望也是自愿者的希望，但曾经和up主一起的子沐不在了，所以那些受害者,自愿者有up主这个希望可up主却只是孤身一人，他们可以找up主抱怨可以找up主诉苦，那up主呢？他要为了那些人而做榜样如果连up主都对他们抱怨，那他们绝对会害怕,不安甚至是自杀，所以up主只能带着面具安慰他们，可就是这样的人往往在深夜里哭的最惨,最不安。如果up主回了我那一定是这一句话吧“我没事”我这人很会看人但我不会安慰所以往往在别人受伤的时候、别人不知道的时候，我的心里会多出一种罪恶感甚至我根本不认识他，我也会有这种感觉，所以安慰up主的事就靠你们了。抱歉，我不会安慰",2019-11-02 03:19:01
"书院嘛，江西四大书院。让人很多联想，滕王阁序里什么豫章故郡洪都新府啦...正牌的豫章书院还是给南昌增光添彩的。但是这个什么破壁学校如此一个书卷气味的地方，却只有施暴者和受害者。这算是打着文化底蕴的幌子来做人神共愤的事情；还™算是借孔子之名而行桀纣之事呢？不禁思考几个问题：为什么家长会送孩子去这种地方？为什么曝光了一段时间才倒闭？为什么施暴者及其头目没有受到法律惩罚？
对于第一个问题，我只想说可能是现在的教育观出了问题，孩子的好坏家长判定的太直接化。古时人们科举为官八股取士，在近代的思潮下被证明是有大问题的。但从隋唐至明清，古人依旧认为科举是对的。反观我们今日家长的教育观，是不是也面临着不识庐山真面目的问题呢？孩子的好坏到底应该怎么判断？就算是行为恶劣逆反严重，我们应该怎么疏导？不可否认，孩子如果真的太过分，再加上这种学校大肆对外美化宣传，家长有极大可能亲手把孩子推入深渊。所以，第一个环节，是教育观和这种学校美化宣传的结果。
第二个和第三个问题，曝光了一段时间才倒闭，东窗事发了还没人受罚，这很明显有一些势力在其中斡旋，有曝光的，有洗白的，有捞钱的，有请来的。其中应该不乏一些从中受益且有些地位的人。明眼人应该都能懂个中道理。这些孩子不仅面临着直接施暴，还面临着幕后黑手。要知道最可怕的事情不是老虎走向你，而是老虎看看你身后又缩了回去。这些助纣为虐的人也是其中关键。纣王不可怕，可怕的是助纣的人是从地狱里爬出来的饿鬼。“地狱空荡荡，恶魔在人间。”UP主和志愿者们面对的不仅仅是这个狗篮子校长，还面对着这条黑色产业链后面的整个受益群体。为什么调查阻力大，为什么犯罪者不受罚。很简单，利益链太长太大。为UP主和志愿者点赞，希望大家都好好的，不要活在泥潭里。
我是一个东北人，东北人民不喜欢虚假，只喜欢谈真相。以上内容只代表我个人观点。不喜勿喷。放我们东北话就是：兄弟我东北这块的，俺们不愿整虚头巴脑的，说事儿就给我整明白儿的。我说的啥，就表示我寻思的啥，你要不喜欢也给我少逼逼。公道™自在人心！",2019-11-02 02:29:43
@共青团中央 来啊,2019-11-02 00:15:24
世界上唯独不能直视的两样东西：一是太阳，二是人心。,2019-11-02 00:15:12
还是再说一句，现在豫章书院已经转移到：南昌龙悔心理教育专修学校，毕竟法人都是吴君豹，虽然改了名字，但是这个学校本质上还是和豫章书院是一样的，希望大家能扩散开让更多人知道！,2019-11-02 00:10:23
真是什么玩意儿都能当父母，建议生育子女也要考证，有些人根本不配拥有教育孩子的权利[嫌弃]自己不会教育还嫌孩子不够好，我呸,2019-10-31 01:27:03
up加油！小破站加油！[打call],2019-10-31 01:22:18
"记得暴走大事件的第四季，王尼玛批判一个叫做豫章书院的地方，打着“戒网瘾”和“让孩子听话”的旗号，虐待孩子，王尼玛说过的下面一段话让我记忆犹新：
  
         假如有一天，你老了，走不动了，坐在屋子里怀念着青春年华时，突然一群大汉闯了进来，把你架起来，你的儿子手里拿着一张像是合同的东西，含着泪签了字。然后你就被送进了“养老书院”，在这里，你每天要背三千字的育儿经，背错一个字就用榔头敲一下大腿。你的三餐分别只有一个核桃，这是为了平衡膳食（不知道对不对），你每次大小便失禁，拉出来 的 尿 都让你喝下去，这是为了治疗你的糖尿病。有一天，养老书院被媒体曝光了，你的儿女却早已成为他们的走狗，为书院辟谣，。真到了那时候，你不要怨，这是爱！（转）",2019-10-31 00:44:13
这样的事，许多人认为是小事，可对于当事人，对于那些学生可能终身难忘！我们在面对自己权益受损时总是一味的妥协，认栽，这是我们的懦弱！up主和志愿者不仅仅是维护了自己的权益，更是维护了公共利益！然而能勇于去做的人少之又少，我挺up主！,2019-10-31 00:43:06
微博什么时候倒闭啊，什么钱都收，一天到晚搞些明星顶热搜，真的是不怕报应,2019-10-31 00:33:36
为什么播放量反而下降了，是什么灵异事件吗？？！,2019-10-30 23:51:56
我就不明白 这种事情都曝光这么久了 正义呢?,2019-10-30 23:51:20
我默默的流泪了，请你坚持下去，,2019-10-30 23:41:07
"我们看见了社会的恶，所以更应该保护已有的善，用自己的笔，守住社会的底线。
up主加油！我们永远支持你！",2019-10-30 23:26:35
我到是希望b站的那几个百万up主，一起宣传一下，让更多的人知道,2019-10-30 23:17:41
我心思一帮人在那刷迟到的正义不是正义的，受害人需要的是所谓的正义？人家要的是公平的审判，解决这个社会问题，在这拽什么词呢？毒鸡汤喝多了当道理了？[嫌弃],2019-10-30 22:54:33
古有陆秀夫，今有魏家夫！,2019-10-30 22:53:44
"作为一层楼主，想说一句不讨好的观点，送孩子去书院的家长本身就有问题，他们第一次扮演父母的角色，缺因种种，其实内心想放弃，又纠结。把孩子送进去，只是把问题丢给别人。然后把钱给学校就有了已经抚养的借口，从此就可以心安理得。但在我们这个文化环境中，父母一定是爱孩子的，难道真的没有不爱的吗？他们只是更爱别的事。
这里并不是转移大家的视线，这个书院应该付出它应有的代价。
请大家继续素质三连，不要做冷漠的人。年轻人，不应冷漠。这里是网络！",2019-10-30 22:45:54
没问题啊，正是因为有这些有问题不会教育孩子的父母，才滋生了这么一大批打着教育矫正旗号的人间地狱,2019-10-30 23:16:08
真是悲哀。。这么需要公众关注的事情。。。却因为一些肮脏的东西。让公众了解不到，看不到。真是可怕。,2019-10-30 22:41:14
好人没好报 这个世界真的要处处小心呀,2019-10-31 20:41:12
直接按扫黑除恶来举报，被举报必被调查，只要被调查就会被社会关注，UP加油！我没有什么大的本事，但只要关于豫章书院的事情我都可以转发增加浏览量，让更多人知道与关注！！！,2019-10-31 20:23:16
@共青团中央 快来看看啊,2019-10-31 18:45:58
@共青团中央,2019-10-31 18:32:49
豫章书院应该接收像这次13岁少年杀10岁少女的案件里面那个13岁少年，他非常适合到豫章书院里面接受最严格的教育。,2019-10-31 18:10:21
他不收这种人的[嫌弃],2019-11-05 03:28:03
"不光相信还要声援的路过。
这一次发出声音，你也能成为光。
因为曝光豫章书院，我朋友被逼到自杀av73372900当事人告诉你豫章书院完整始末av73836578
吴军豹到受害者家里挑衅2019六月份av69666407微博网友小剑暗访豫章书院2017年av15927422
两年前的豫章书院恐怖恶行还记得么av73431494夜探豫章书院2019年av73889593
如果书院没出事家长还会把孩子送进去2017年av73682949无法告别的临沂网戒中心av8477483
杨永信电人实录av42492211细数杨永信的三十一条罪行av7410837",2019-10-31 17:27:10
无法提供什么帮助，只能三连给个支持。我时常怀疑自己，明明我知道社会那么多绝望，但是每次都是微笑着告诉别人希望，这样做到底对不对。或许也是有up主这样的人，给予了我希望。,2019-10-31 17:06:24
"评论里有很多人at共青团
我个人表示理解你们的心情，但是说实在的，在这at不等于举报，
首先不说你们的at能不能呗看到，因为人家几百万粉丝，估计一天可能被at个几万次十几万次的不可能人家每次at斗点开看看是吧，就说一点，不知道你们看过集结号没有，谷子地搁野卫八院养伤时那段，李晨说“我们没有这个能力甄别你的身份，医院也没这个义务”
带入到这个事上，团团作为共青团在B站的宣传口，本身只有宣传职能，团团自己也从来没说过自己有相关的司法权力，这个账号它本身不是执法部门，在中国的司法部门就那么几个，公安、纪委、法院、扫黑除恶办公室，so，人家，就职权上来讲，一不能轻易去做越权之事，而是人家也没那个职能和权利去干涉，想帮你，能帮到的也是有限的，而且还有可能进一步加大志愿者信息泄露的可能性，这不说赚，好不好血亏好嘛，咱做这事的目的，不也是为了用更小的代价换来更大的成果不是吗，
so，at团团，你都不如帮着UP一把，搜集证据，投送到执法部门的同时，帮UP也把这事给扩散到比团团更权威的几大日报和央视上，利用他们形成社会舆论漩涡从而推进整个事件的进程，它们虽然跟团团一样没有直接干涉的权利，但可以加大上级执法部门介入的可能性，至于本地的执法部门……不用想，肯定烂透了
一味地只给团团施压，说实在的，这都不是让外科医生接内科活了，这都是让清洁工接主刀医师的活了，人家估计也无能为力的好吧",2019-10-31 16:24:22
这种事情就不能报道。为什么一遇到歌颂的事情就报道呢。我们又没有让他执法 只是想让他作为媒体口进行传播报道。,2019-10-31 16:50:59
说一段与批判豫章书院无关的话，想跟家长们说的话。不知道看到这个视频的人有多少已为人父母。教育好孩子有时候不是说送去什么学校就能行的，而在于你对孩子的付出，人与人之间的关系，付出是讲究情感上的交流与直接接触的付出，而不是金钱上的付出。我曾经也有过网瘾，写不下去作业，偷偷玩电脑，甚至整晚不睡等我爸妈睡着以后再玩电脑。我爸妈的做法就是把家里网线断掉，和我一起不看电视不玩电脑，我写作业他们在我旁边看书。之前没有发现我晚上会偷偷玩电脑，发现以后开始看着我睡觉。可以说我经历了什么他们也经历了什么。,2019-10-31 13:49:11
在这种看护下，其实时间久了网瘾自然就没了。哪需要送到什么学校呢？,2019-10-31 13:50:12
有些家长为了孩子拼命赚钱，钱给够了情却没给够，这真的不行啊。缺少爱的孩子长大总会在某些方面有缺陷的。幸运的话这缺陷不会影响什么，最多是性格方面差一点。不幸运的话你自己都不知道会发生什么。,2019-10-31 13:51:53
"我曾经和我妈聊过这种事我妈说有些学校对学生特别残忍的“有些孩子不听话就是要打才行嘛”我说了杨永信的事，豫章书院的事，我妈不信说“哪里有那么恐怖，哪个爸妈会这样，不是傻子嘛”我当时就又问她“如果我到时候不听你的话你会把我送进去这个地方嘛”

   我妈立刻就生气了“你这是怎么想我的！你是不是就是认为我是这种父母，孩子肯定是要我自己教导的，再怎么样都不会给别人，但是你这样认为我我很难过！”当时我就回了句“我好高兴”我妈更气了“你是不是就是认为我是这样的人所以得到这样的答案才高兴是吧”

然后我哄了我妈一晚上，但是第二天早上我妈早早醒了说在想昨晚我问她的问题一直没睡着很难受

    所以，我觉得这种问题还是尽量不要问父母了，一个真心疼爱你的父母是不会想到在儿女的心中自己居然会有成为这种形象的人[捂脸]
   我爸妈小时候也受了不少苦，我妈小时候被送去过当童养媳被欺负但是她并没有用这些苦一直督促我们姐妹，所以我觉得一个三观正常并用心对待孩子的父母是不会让自己的孩子进入这样的地方也不会不信孩子，他们是用心教导孩子而不是把孩子当自己的所有物",2019-10-31 13:39:53
wb是真的秀，70国庆热度不如某明星摔倒,2019-11-01 11:58:01
‍av1822394，这是我看到全网络最权威，中央新闻调查的视频，全程42:59，记录了所有所有证据，希望真正应援的友军看完以后能把我顶上去可以，拜托了,2019-11-01 11:43:36
"当你老了，走不动了，炉火旁打盹，回忆青春的时候，一群壮汉踹门而入，把你架起来，你儿子含着泪在交接书上签字。谁要你赖在家里面白吃白喝呢？谁要你大小便失禁，害得儿媳妇每天洗床单呢？谁要你贪吃得了糖尿病花子女的钱呢？谁要你连家里地址都记不住老是走丢呢？你是一个累赘，是子女的耻辱！你的儿子已经对你的不懂事没有办法了…他最好的孝顺只能是辛苦地存钱，把你送到一个叫养老书院的好地方，把你和许多当年同样把儿子送去豫章书院的老人关在一起。每天背诵5万字的育儿经，背错一个字就用钉锤敲膝盖骨，这是锻炼你的记忆；你三餐分别只有一颗核桃，这是为了你的糖尿病；你尿在床上的全部逼你喝下去。你也不是全无希望，合同上注明了，等你全部治好了，你就可以回家了。你又是一个不惹事，不拖累子女，不生病，前途无量的慈祥老人啊！如果你揭发这里面的真相，你的儿子会成立监护者协会，打着感恩的横幅给书院辟谣。到了那一天，你不要怨！这是爱！
                  一一一转自bao走大事件",2019-11-01 08:37:04
社会本来就很多阴暗面，我只希望父母多关心自己的孩子，而不是把责任推给孩子自己和老师或者社会。,2019-11-01 08:00:27
传统文化的内涵没有被看到，却把严教扭曲成了中国人的奴性逼迫。不过是蒙骗那些并不真正懂得教育的家长们。真心希望政府采取措施，整改私立院校，以免造成过多的教育诟病与不公平的成分，这是由国情决定的。,2019-11-01 06:59:42
这个书院真的该死！根本就是在草菅人命！不过各位在唾骂的同时，也请保持理性，不是所有家长都毫无责任感，只能说自身局限性所致，因为很多孩子属于留守儿童，父母常年在外打工，身边只有爷爷奶奶照顾，除了给做饭穿衣，他们能做什么呢？会做什么呢？父母更不用说了，只有节假日才可能回来，平时寄点钱，什么也管不了，这种环境下小孩很容易沾上恶习，网瘾还算好的，而除了极个别自律性较强的人，谁敢说在这个年纪不会上瘾呢？                                         受限于文化素质的不足，他们的父母可选择的办法并不多，像什么心理辅导沟通疗法等等更无从谈起，只会棍棒教育，当这种办法不管用时，他们能怎么办？书院的出现对于父母就是一盏明灯，自然希望孩子在里面能变好，只不过被骗的很惨！说了这么多只是希望大家不要把家长全部妖魔化，其中一部分送进这里是没办法的办法，他们也疼爱自己的孩子，省吃俭用供上学，把最好的留给孩子，但各种因素之下，造成了如今的局面，他们的心里也很痛苦，也很自责，这也是社会亟待解决的问题！（为防止误伤，我说的是一部分，不是全部哦）,2019-11-01 06:02:00
虐待，体罚，关小黑屋，太多的阴暗面，太多的不合理，太多的伤害，然而部分家长却选择无视甚至支持，教育教育，家长只知道学校只知道老师，而忽视自己的作用的话，那孩子必定会受到外来不利因素的影响，而这个影响只靠老师和学校起到的作用并不大，正确的引导，好好的疏导才是家长所要做的，直接丢进所谓的教育机构，所谓的网戒学校，这种做法真的就是合理的吗？我们这代人要为下一代负责，不能走我们那代父母的路，孩子的成长需要有家长的陪伴以及疏导即使在没空，也应该腾出时间来与他说说话聊聊天，一年365天不可能每天每时每刻都有事，难道与自己的孩子交谈会有压力吗？父母与子女之间愉悦的沟通难道不也是放松自我的休息时间吗？多与子女沟通拉近与他们的距离，维护他们的权益，使他们在成长的过程中，知道自己不孤单，因为有父母的陪伴有家人陪伴，因为自己的家人是爱自己的，知道自己还有个温暖在家，有个值得慰藉的家。我不清楚有没有家长会看到这个视频，或者看到我这条评论，如果看到，那么请您与他好好沟通，聊聊天。只要你有耐心能让他感受到你关心，那他一定会有所改变，除非他已经彻底的变了！那这时候，花钱送入军队里锻炼都比送到那种恶心的教育机构来的有用。,2019-11-01 04:45:17
